symbol,data_days,start_date,end_date,avg_volume_usd,dev_mean_pct,dev_std_pct,corr_raw_next,corr_diff_next,corr_zscore_next,total_return,sharpe,win_rate,max_drawdown,extreme_down_count,extreme_down_reversal_pct,extreme_up_count,extreme_up_reversal_pct,return_2025,return_2026,return_2024,return_2023,return_2021,return_2022
SUI,1039,2023-05-03,2026-03-06,127889000.88271959,-0.030118046578733102,0.06225936587314018,-0.011478380443230582,-0.019079480089031556,-0.08995978949754287,3.6898064312500978,1.2248506168222686,51.707317073170735,-0.9577947355246321,26,61.53846153846154,24,62.5,0.554440653588349,0.03422328295868027,1.76998023145116,1.3311622632519078,,
SLP,227,2025-07-23,2026-03-06,1305233.6199219692,-0.16720375703111579,0.18672449454005113,0.0036621857204136585,0.03475345425079214,0.01575972940810803,0.6952277857520067,1.217493542704103,53.990610328638496,-0.6138364753052321,6,50.0,4,0.0,-0.35666427253960276,1.0518920582916094,,,,
1000CAT,445,2024-12-17,2026-03-06,5208374.59560576,-0.053136854819137255,0.16501496862902806,-0.027122170097201928,-0.03548348787813578,-0.010833896421736725,1.9522002150518671,1.1978475117529275,51.27610208816705,-0.8896018541144097,7,28.57142857142857,9,88.88888888888889,1.7438548092775332,0.184359112227789,0.0239862935465448,,,
SXT,303,2025-05-08,2026-03-06,4120489.3664312544,-0.04044339697608945,0.15691139563861928,-0.021743601686542005,0.009853028646197581,-0.06021368029106891,0.9934738319533292,1.1947336256142422,51.903114186851205,-0.6857761550420324,11,63.63636363636363,3,33.33333333333333,1.1998803219182097,-0.2064064899648803,,,,
MBOX,556,2024-08-28,2026-03-06,3097344.976113507,-0.054376780806205206,0.14113603577351877,0.013936060490301628,0.009879544614036723,-0.03258217571648297,1.879665055657399,1.1860550723347494,50.7380073800738,-1.186664774015645,11,45.45454545454545,9,33.33333333333333,0.7744943425844504,0.34819105287711904,0.7569796601958282,,,
MMT,123,2025-11-04,2026-03-06,31705151.45673366,-0.2316871580994233,0.18607404739573824,0.18854536763621188,-0.10815486605813923,-0.028136020983607762,0.42417962812873566,1.1806654511723902,45.87155963302752,-0.39432645472145034,5,40.0,0,,0.37781535019303913,0.04636427793569653,,,,
HEI,387,2025-02-13,2026-03-06,2800440.8087242637,-0.06270414467759096,0.12772642353785668,-0.06472448312009887,-0.07701834768410573,-0.04920499930458387,1.4042181385651675,1.1456677184084532,48.257372654155496,-1.3268624073973956,9,55.55555555555556,10,50.0,0.993318677837523,0.4108994607276448,,,,
MANA,1818,2021-03-15,2026-03-06,43399387.72414515,-0.0403633418570203,0.09443161065202398,0.002544136190003507,-0.0024865144122315826,-0.03496560318505459,7.356175094087385,1.1404706847416666,51.44124168514412,-1.5621156342883573,46,54.347826086956516,30,43.333333333333336,1.3750954005035876,-0.3674156116758275,0.19968967536087445,1.1701484584724158,4.547901574680347,0.43075559674597486
ONDO,330,2025-04-11,2026-03-06,16051325.974963546,-0.04953042242363114,0.04198239312828912,-0.06481027056114343,-0.07552848321043018,-0.084411065554899,0.844285984697402,1.1335219026263772,52.53164556962025,-0.42582525578277153,4,50.0,9,66.66666666666666,0.7423798890377482,0.10190609565965392,,,,
PROVE,214,2025-08-05,2026-03-06,13858722.994373878,-0.1693559280435271,0.1141626078519943,-0.09899820072310712,-0.11056004104337358,-0.10347746453918587,0.7196311279582924,1.130294899122875,51.0,-0.5647897001940905,6,16.666666666666664,1,0.0,0.47172510282205427,0.24790602513623816,,,,
ZEN,1892,2020-12-31,2026-03-06,11012525.89278825,-0.003700679588046869,0.13497452053932985,0.0067911196449745945,-0.06874193648415307,-0.08119348458545696,7.206976457296643,1.0991019937382183,52.39616613418531,-1.8174091966108623,38,52.63157894736842,32,50.0,2.707963570244322,0.0037942254232837813,1.475512670895327,0.5398497572863187,1.0962505403968055,1.3836056930505807
NOM,157,2025-10-01,2026-03-06,3002920.27557828,-0.2752309522983353,0.2344243512765864,0.06858794234847786,0.07002599947132267,-0.010530001440525927,0.676952795344227,1.0846327668552134,53.84615384615385,-0.7756880866861471,7,0.0,3,100.0,0.3564871138981436,0.32046568144608356,,,,
NFP,801,2023-12-27,2026-03-06,7168340.522968028,-0.0253810469841697,0.13635750623600945,-0.026151462986552756,0.03389269494628458,-0.004447692441309831,2.7079981975711895,1.0763725644009274,53.367217280813215,-1.0383355794340494,14,35.714285714285715,14,50.0,1.8205515292589154,0.2912328870781232,0.5962137812341508,,,
TIA,858,2023-10-31,2026-03-06,38492507.743023194,-0.03067221984366643,0.07255637183900969,-0.004059783219645224,-0.03326351511281111,-0.06901934948710153,3.022458431843325,1.0426288906053383,52.25118483412322,-0.9853320854418053,25,60.0,19,52.63157894736842,1.2598192603138576,0.2027011945466447,1.8223577040781451,-0.26241972709532424,,
AR,1621,2021-09-28,2026-03-06,14616766.76851158,-0.02431453148014524,0.10519554763674951,-0.03942429118855295,-0.03138535364488366,-0.055519847645257865,5.461333917076864,1.0332778131393558,53.20472930927194,-1.078044411785225,35,62.857142857142854,24,66.66666666666666,1.6803344246609058,0.34071073840238164,0.8419122340320992,0.7929184588995184,0.10383008117265058,1.701627979909317
XAI,788,2024-01-09,2026-03-06,13403425.692868168,-0.045210528416565074,0.20616755960213787,0.09795928703538852,0.04643335394052335,-0.04626132707517099,2.670426161445444,1.0252112712892492,53.875968992248055,-1.1137064856978618,19,57.89473684210527,9,44.44444444444444,0.5058914822095308,0.9123406495502335,1.25219402968568,,,
ACH,1109,2023-02-22,2026-03-06,8274188.148480153,-0.03599996856294811,0.09584303444168912,-0.017107308179094796,-0.04358391926109327,-0.04497499247166728,3.4376286589729363,1.024366604965348,51.96347031963471,-1.1764533528878167,27,59.25925925925925,21,57.14285714285714,1.7526522039635957,-0.20512882908461016,1.0980352130246338,0.7920700710693169,,
XRP,1892,2020-12-31,2026-03-06,388242989.8627693,-0.017188209400454808,0.07280053713695872,0.020666237317311133,-0.083060726357576,-0.05079331690188566,5.38851824962392,1.0148148690785244,54.20660276890309,-1.0413657417455457,43,55.81395348837209,38,63.1578947368421,0.6079668577730605,0.2858423098177454,2.1465637945671014,0.9225615642172058,0.9205855174314874,0.5049982058173202
RPL,544,2024-09-09,2026-03-06,2150145.667045956,-0.0738669808960438,0.19888219818440805,0.019614052708791768,0.005579698218922422,-0.03450779927959641,1.764389696043238,1.00448477837298,53.39622641509434,-0.6885009616946602,10,60.0,6,33.33333333333333,1.3296227925755006,0.20218491193982913,0.23258199152790937,,,
HOLO,177,2025-09-11,2026-03-06,10293290.197592428,-0.2111690867168693,0.2557763943514787,0.01575746679367285,0.08007757597498662,0.002555164784239512,0.5434679854513716,0.9820344237221733,54.601226993865026,-0.4329758945907095,11,36.36363636363637,0,,0.8176098270989891,-0.27414184164761746,,,,
ETH,1892,2020-12-31,2026-03-06,1405391530.1801624,-0.014984580273620193,0.057859346248293635,0.029288351986256633,-0.0027319899470653465,-0.024305624848318243,3.9340411339493735,0.9775319579486283,51.384451544195954,-0.7856577732956206,48,45.83333333333333,52,50.0,0.8616862673878407,-0.1162173716768381,0.19771988787395234,0.8876323164329771,1.2543775449557826,0.8488424889756568
TON,576,2024-08-08,2026-03-06,28195627.137820814,-0.037302469550128135,0.04614133599670965,0.021960907974057343,0.03769985936914815,0.015780711446850882,1.071863241989964,0.9735222082352143,50.355871886120994,-0.5186670271945698,12,66.66666666666666,14,35.714285714285715,1.03210103414242,-0.02356974832448755,0.06333195617203236,,,
ROSE,1527,2021-12-31,2026-03-06,14091367.396567207,-0.04981142249391028,0.0882605284784552,-0.004494209096161119,-0.010033950913188329,-0.018548763689803308,4.365243248395678,0.9625750801910579,51.8836748182419,-1.1148081986516387,40,42.5,38,47.368421052631575,0.7912713878742037,0.9795833556861508,0.37291216881170586,0.8010650501376717,,1.4204112858859457
DYM,759,2024-02-07,2026-03-06,7591682.48626564,-0.03516270374066479,0.15697789797813952,0.008713939818545796,-0.005313505850568941,-0.01616263736374592,2.6832268690872016,0.9542599769950151,52.61744966442953,-1.2586626088020703,24,37.5,7,42.857142857142854,1.7514543109969267,-0.3305699393419699,1.2623424974322455,,,
CGPT,421,2025-01-10,2026-03-06,3975561.9315727865,-0.07952714883085069,0.10079703449672658,-0.07485745757394768,-0.01209277498936273,-0.057352857294326334,1.1682000387331235,0.9523157247830328,51.35135135135135,-0.7469235270058006,5,60.0,6,66.66666666666666,1.7316688282953445,-0.5634687895622211,,,,
ENS,1558,2021-11-30,2026-03-06,17380084.029721756,-0.03186157012802466,0.0800698978389984,0.00482441246035211,-0.013388314258586704,-0.016894873921137987,4.5206548072294686,0.949974072827991,52.2020725388601,-1.5483933255141258,34,35.294117647058826,31,64.51612903225806,-0.27267344974017127,0.5787651496784376,1.4468021556687933,1.0439515963881782,0.3572561298578705,1.3665532253763746
BROCCOLI714,345,2025-03-27,2026-03-06,5732560.532098667,-0.04947085255908827,0.1058135574577542,-0.0339484240998141,0.00933075962460879,-0.02072182598636584,1.514485101525229,0.9397156248386608,53.17220543806647,-1.0850927466588765,7,28.57142857142857,4,0.0,1.9399945814516297,-0.4255094799264011,,,,
INJ,1298,2022-08-17,2026-03-06,25145261.374008603,-0.03749778973451007,0.08137160669270993,-0.011224870429526763,-0.017527336046521617,-0.02251012569361292,3.6203418780558145,0.9242750123679794,52.258566978193144,-1.6778945615130771,27,51.85185185185185,26,65.38461538461539,1.4775189715021997,0.5632243091530122,-0.68535252580476,1.0503655125088596,,1.2145856106965036
BERA,394,2025-02-06,2026-03-06,18128094.75325744,-0.14803850213678144,0.21675728159679533,0.032603407754086045,-0.04090375616085645,-0.012571580311162785,1.5306985131623159,0.9032412618806017,50.526315789473685,-0.848886828316171,15,33.33333333333333,8,50.0,-0.4910883651477572,2.021786878310073,,,,
FIDA,534,2024-09-19,2026-03-06,6900201.9184227325,-0.04823332223846433,0.13285205852775517,0.056879037742829035,0.028840684432040842,-0.039226551260015646,1.4437615948897717,0.8986598613584269,52.69230769230769,-2.155210846626464,17,35.294117647058826,11,63.63636363636363,0.7465646083885183,-0.6120232571660595,1.3092202436673102,,,
GTC,1730,2021-06-11,2026-03-06,5152690.899130913,-0.02118830295771926,0.24151936581049677,0.020216311052619895,0.01389001411201505,-0.006746499154648886,5.744779445725367,0.8851302959939551,50.291375291375296,-1.8693499054722547,40,50.0,26,53.84615384615385,0.9165020417316407,0.005125286146536512,0.22045764350400343,0.6142091179623607,2.0011009271001865,1.9873844292806173
WAL,148,2025-10-10,2026-03-06,46481166.24208656,-0.16793180878863298,0.09174797365367503,-0.06254045578429697,-0.06643872039983209,-0.07803752445164203,0.3308887927231443,0.8708893323977026,52.98507462686567,-0.8732830255961057,5,20.0,1,0.0,0.9678627161339157,-0.6369739234107713,,,,
HFT,1066,2023-04-06,2026-03-06,3305676.202474484,-0.0444610958098545,0.1275398131352157,0.0018066516869648618,-0.009341067820620464,-0.023934814480335666,2.8515448778995336,0.8527011875331251,51.04562737642585,-1.5656712827351182,21,66.66666666666666,15,46.666666666666664,4.085304043255498,-0.3557268933193478,-0.9379305466170375,0.05989827458041741,,
COOKIE,421,2025-01-10,2026-03-06,5204880.32150354,-0.06899146818820068,0.12459399185947935,0.023301498077404417,0.026308598074145807,0.014429516975205042,1.4005589477943592,0.8499282586272663,48.894348894348894,-1.6283438048606618,2,50.0,12,41.66666666666667,1.6766527612997753,-0.2760938135054175,,,,
ARPA,1600,2021-10-19,2026-03-06,6637213.814695367,-0.04453787836133763,0.12861523481744142,0.005619740040524706,0.010046549506657095,-0.018037674486065903,4.135136553254455,0.8469529398542092,52.33291298865069,-1.9520423319680935,51,43.13725490196079,27,51.85185185185185,0.9035892520723565,0.7589383921533015,0.33027784776324187,2.4826457478572768,0.20729215837097215,-0.5476068449626889
XVG,976,2023-07-05,2026-03-06,7099459.89164504,-0.045755719720684825,0.12397611472077853,0.0027416580411802776,-0.044627433225784885,-0.044378504993813274,3.079438624823415,0.8415663240360209,52.18295218295218,-1.7535371550182977,20,45.0,25,60.0,2.974504086998736,-0.41381060865858166,-0.2598281139285139,0.7785732604117754,,
UNI,1892,2020-12-31,2026-03-06,43993971.522072695,-0.017337711584467837,0.08557397939533437,-0.001878580286075988,-0.006052648686601535,-0.041099496415029954,4.882334195125102,0.8404069763291585,51.6506922257721,-0.9470182038315746,43,55.81395348837209,35,57.14285714285714,0.3524017562373566,0.06484754192264941,1.388452993477605,0.4132931901825444,2.049711953752275,0.6136267595526791
AUCTION,813,2023-12-15,2026-03-06,9161575.981102584,-0.060613650904310215,0.3895085802189069,0.10667919871842353,0.05274962415878893,-0.02802599504486816,2.2772535912794494,0.8176565669154785,49.3116395494368,-1.0127494011714586,24,50.0,9,22.22222222222222,2.3503249207682795,-0.32005230951555586,0.2037390681517871,0.043241911874943084,,
LUMIA,444,2024-12-18,2026-03-06,2962505.9029454575,-0.06658528066306806,0.27657831782399006,0.02468005142250653,-0.007449351501277421,-0.008292493057280331,1.1616779130631105,0.8017334347876104,50.46511627906977,-0.8865196843427926,10,60.0,6,50.0,1.5483612135111229,-0.38668330044801313,,,,
SCRT,471,2024-11-21,2026-03-06,3038020.3327036733,-0.10702300406796551,0.12355424117848123,-0.07476466598271682,-0.013275851732192262,-0.03338286935148178,1.0518700978642714,0.7995621378467294,50.10940919037199,-0.923820603003972,13,53.84615384615385,7,28.57142857142857,0.2261419446365488,0.5928154668875376,0.23291268634018492,,,
TST,391,2025-02-09,2026-03-06,14408246.010690289,-0.019361195681205486,0.1181551500091849,-0.023585175903227642,0.046601991972819216,-0.04689569906632304,1.1585047854331023,0.7950553109311767,49.86737400530504,-0.8783658438692754,9,44.44444444444444,7,85.71428571428571,1.4761142387231208,-0.31760945329001844,,,,
SPK,263,2025-06-17,2026-03-06,12990384.685944729,-0.1692102348262419,0.1273824109219273,0.1808016281229842,0.1589693989773456,0.04533971139795351,1.0449746094521566,0.7934977650329904,55.82329317269076,-1.3293601504888937,10,40.0,6,50.0,0.27815010374258375,0.7668245057095726,,,,
NEIRO,537,2024-09-16,2026-03-06,71189669.07430325,-0.045402059853471705,0.06334002759306985,-0.08568244027859036,0.08639706648662436,-0.0010380556827316058,1.8048027347637576,0.7780763969593071,52.77246653919694,-2.150896007147304,10,40.0,13,53.84615384615385,0.6797356457474519,0.48955443739452975,0.6355126516217761,,,
TUT,345,2025-03-27,2026-03-06,6449496.926104405,-0.05090712920961872,0.21830449391241608,0.0681641675308633,-0.05614846189146557,-0.01083159344690186,1.08673505943938,0.758737781509913,50.15105740181269,-1.2787444956826561,11,36.36363636363637,6,66.66666666666666,0.5675697365111775,0.5191653229282032,,,,
HIVE,439,2024-12-23,2026-03-06,4688756.908799089,-0.17061612440828966,0.3219380538150107,0.09759998181630351,0.009184186314567775,0.02535628147803959,0.6935517304615925,0.7564227416423503,50.588235294117645,-0.7012007413826176,12,41.66666666666667,5,80.0,0.7569610305020942,-0.06340930004050171,,,,
ICP,1257,2022-09-27,2026-03-06,21865829.731287822,-0.03706011289260302,0.07156988549041701,-0.006351996234401584,-0.016576424674836377,-0.03887511606788679,2.5167038165279623,0.7531549187561217,52.53419147224457,-1.3084429148449668,33,48.484848484848484,27,66.66666666666666,0.7082213614718927,-0.5828091702924143,0.40339760976330563,1.76498866167731,,0.22290535390787525
SCR,501,2024-10-22,2026-03-06,5777619.218561326,-0.003990123383141761,0.28653505488853054,0.013124401265151133,-0.0008549590321878859,-0.016788182686415846,1.1682104199652834,0.7522315102863667,50.308008213552355,-0.7962593067488382,10,30.0,2,50.0,1.3270144884286927,-0.21497823386938353,0.05617416540597597,,,
DEGO,449,2024-12-13,2026-03-06,3438352.3200138304,-0.03576634810743009,0.23253861847208207,0.33830160701968753,0.20055626885149513,0.12340079854851152,1.1192732947965336,0.7486137629677921,51.95402298850574,-0.8001983901038311,7,42.857142857142854,8,25.0,1.374896528324783,-0.19627334292124854,-0.05934989060699947,,,
MOVR,802,2023-12-26,2026-03-06,5172007.59098786,-0.04195075186953814,0.10077935355256942,-0.010004397337112359,-0.001703994428594146,0.0010053598790471354,1.6713873254254836,0.7441918473387205,52.66497461928934,-2.4407524993182332,26,42.30769230769231,16,56.25,2.1997183768951665,0.3113413505296323,-0.8396724019993144,,,
MANTA,779,2024-01-18,2026-03-06,17270011.03929018,-0.04139921899881469,0.1447257238859958,-0.026606785963859417,-0.029361166464605626,-0.020635836578083065,1.7709508079021985,0.739150706065719,51.76470588235295,-1.7145309916021987,15,40.0,5,40.0,1.570475659999746,0.3030279778023194,-0.10255282989986736,,,
AAVE,1892,2020-12-31,2026-03-06,37237467.52490014,-0.020037351656090233,0.09008308709831314,-0.026303705830621738,-0.06915933568813613,-0.03971617682673572,4.12077264966115,0.7388316343819885,50.159744408945684,-1.8236457551325882,25,52.0,39,53.84615384615385,-0.3326547050142228,0.3000747253947471,1.7818158567488855,-0.9437820667572431,2.183916954387791,1.1314018849011664
RDNT,1067,2023-04-05,2026-03-06,6646345.652666317,-0.06366782568030303,0.11345374590469523,-0.06156707164136318,-0.005055778606582826,-0.025464672080606116,2.172099957036951,0.727386995132592,51.37701804368471,-1.3057429560342202,29,62.06896551724138,19,52.63157894736842,0.865735870417273,0.7977952825538968,0.11590659874251341,0.39266220532326623,,
VANRY,724,2024-03-13,2026-03-06,6310338.553302766,-0.04769259197992575,0.24178804204473245,0.013335182968643017,-0.0022479538494613155,0.009445541941818025,1.6683585789916662,0.7267504861594181,51.54929577464789,-1.9561139115250346,14,78.57142857142857,7,0.0,1.9408516073504862,-0.010910258628014091,-0.26158276973080485,,,
FUN,341,2025-03-31,2026-03-06,6190017.552381404,-0.13260354715544906,0.27116612107344007,-0.11578195903569256,0.13207086625865083,-0.09098240702895868,0.7910073132850366,0.7203998161339578,51.98776758409785,-1.4414992192065368,8,37.5,4,50.0,0.24882346517131781,0.5421838481137187,,,,
ILV,848,2023-11-10,2026-03-06,4153528.730598337,-0.031609002315480576,0.12370589877622404,0.041475924616048605,0.007735327532278727,0.004973065779254782,1.6956398885574626,0.715725276236841,51.438848920863315,-1.7778329481738204,21,42.857142857142854,14,57.14285714285714,1.9172584115169213,0.46593918060801964,-0.659186533641255,-0.028371169926223683,,
ZK,628,2024-06-17,2026-03-06,15093729.604211664,-0.06898772720419842,0.38984135607732734,0.09400712552508415,0.021002651671574918,-0.002085837279826623,1.5503689163221968,0.7143795337788743,52.11726384364821,-1.0989281291128554,8,62.5,9,33.33333333333333,1.9723435910643725,-0.46364367991011946,0.04166900516794292,,,
IMX,1485,2022-02-11,2026-03-06,8647092.989773987,-0.04678524575214397,0.10970055478138384,-0.013435457778492298,-0.028522908993964473,-0.034339209094971956,3.172826398085287,0.7011232628831393,51.665533650577835,-1.6096469220137706,33,51.515151515151516,26,65.38461538461539,3.4115711939243107,-0.13939143289969746,-0.464018708683387,0.24778907717259135,,0.11687626857147115
TAO,695,2024-04-11,2026-03-06,41861411.19286006,-0.03476265514443125,0.05275713556014128,-0.08966046625636194,0.04015447466569859,-0.027295148921692616,1.402456235038639,0.699373394229188,53.15712187958884,-1.0094014479344247,16,50.0,19,42.10526315789473,0.44679180074248404,0.23460330764601167,0.7210611266501429,,,
AVA,449,2024-12-13,2026-03-06,3623237.0307918265,-0.07236175195754066,0.07682091429847573,-0.07084546023650122,-0.015424510995412286,-0.035152981309736875,0.8150190527387617,0.695822188322371,51.724137931034484,-0.8482124518585032,4,50.0,6,33.33333333333333,0.43629585955550343,0.3349337686533096,0.043789424529948606,,,
TURTLE,136,2025-10-22,2026-03-06,5292419.679724338,-0.1420852062433731,0.20123914605009738,0.0365614355066954,0.07126946079382224,0.007418542949996035,0.24461729252406794,0.6930710053824207,52.459016393442624,-0.8639040542520411,4,50.0,3,33.33333333333333,0.5883015728837101,-0.34368428035964216,,,,
MTL,1802,2021-03-31,2026-03-06,5557967.986974606,-0.04488875905561239,0.14789549426550302,-0.0015997214988781162,-0.012607124177359243,-0.004495026054768353,3.719846368884382,0.6795212729580914,50.44742729306487,-1.7964213874126016,44,40.909090909090914,29,48.275862068965516,0.8824177155917942,-0.22020344272741754,-0.43324799999653385,0.23916957374306202,0.15256379683546684,3.0991467254380103
FET,1145,2023-01-17,2026-03-06,41332373.36363627,-0.027355119346771213,0.08717071590971437,0.024436154906291408,-0.021788923279623524,-0.018634151951384362,2.533576429294805,0.6788681131172266,52.07780725022104,-1.6548328396580505,26,50.0,23,56.52173913043478,1.3343218598535733,0.4072481849939147,0.6942969904681005,0.09770939397921685,,
XVS,1059,2023-04-13,2026-03-06,3355558.8029926345,-0.03256747024803497,0.13773632047630519,0.009122251105274768,0.0028070643726001467,0.01057798720278094,1.9131225251545663,0.676627358222769,51.578947368421055,-0.9015632819183493,21,57.14285714285714,22,63.63636363636363,0.12873287406817258,0.14172344891658684,0.8801060372052106,0.7625601649645957,,
JOE,1074,2023-03-29,2026-03-06,3704453.21916981,-0.04352622425998548,0.11756930990037315,0.021205587766958495,0.003974901735098837,-0.009799987804847842,2.061268524872159,0.6751363890382047,51.509433962264154,-1.788037950757598,32,53.125,17,52.94117647058824,0.9321331471478125,-0.37095593498230417,1.3686665522505095,0.13142476045614204,,
OGN,1801,2021-04-01,2026-03-06,9119230.011775954,-0.03983007007181503,0.31458235453680294,-0.03019115566230703,-0.017989655504207405,-0.0263632962340673,4.067042631435004,0.6703335048270135,51.4829322887521,-1.3839627514620059,44,50.0,22,50.0,-0.8569606026873606,1.064027516643282,1.4333180044794072,0.6414959602168356,1.6340198844205975,0.15114186836225063
MAV,982,2023-06-29,2026-03-06,5960980.128751009,-0.030811137547883526,0.106800471942117,0.020645211894409838,0.007892957828351466,-0.007027177838607582,2.0640469915736293,0.6475656064001742,49.89669421487603,-1.4389192112737277,25,64.0,26,30.76923076923077,0.9751334809993492,0.28040065806700654,0.19346704517001856,0.6150458073372537,,
PARTI,347,2025-03-25,2026-03-06,6128496.96521023,-0.14131021540643082,0.16238440204838814,-0.03283016044081144,-0.015872844807140945,-0.032731921418458605,0.9717979402921494,0.622761781607693,48.94894894894895,-1.3119596344798221,9,44.44444444444444,3,33.33333333333333,0.6017220531444399,0.37007588714770934,,,,
IOST,1892,2020-12-31,2026-03-06,12436941.214951763,-0.04146048496452922,0.1562185874382072,0.06120355907360361,-0.022478865997028852,-0.005221578672003281,3.4314720110725454,0.6167571551155202,50.69222577209798,-1.7294815841902476,57,45.614035087719294,33,42.42424242424242,0.4673570055416565,-0.08026248460091023,-1.0607465287242541,0.3229132081814331,4.02356697341411,-0.24135616273947624
SAND,1867,2021-01-25,2026-03-06,56294890.13426004,-0.022813573710134576,0.11045859935299306,0.04701909645228243,0.011460332202785075,-0.015898431421879525,4.074014594300366,0.6154191193972769,52.23961144090664,-2.002692367078792,45,60.0,36,38.88888888888889,1.6799072482856354,0.5489297680273731,-0.3630179584476739,0.9560676504701165,0.5360855067760161,0.7160423791889026
QNT,1234,2022-10-20,2026-03-06,4719427.038442051,-0.055229899611536654,0.10034050586391954,0.027887695762491747,0.00798579799975532,-0.018318489773547778,1.5993072855296078,0.6137376077043645,51.63934426229508,-1.1296394904112352,24,41.66666666666667,19,63.1578947368421,0.29083421532678166,0.45581711978502015,0.09559253658848232,0.7074491410792205,,0.04961427275010277
ALPINE,305,2025-05-06,2026-03-06,6216046.383699672,-0.04159704305847065,0.1225976479250381,0.004218777814435159,-0.05118780860388344,-0.05882843613904001,1.0086818375863458,0.609247886610789,48.797250859106526,-1.0786175888070046,4,25.0,7,57.14285714285714,1.0290703529863428,-0.020388515399997198,,,,
ZRO,625,2024-06-20,2026-03-06,18614082.17661355,-0.06393396421088199,0.062365440175282,-0.03485093421513493,-0.0109952499019794,-0.05555849896601874,1.162192454897942,0.60765448884036,49.91816693944354,-1.4158505791188114,11,54.54545454545454,10,30.0,0.8601028290908208,0.7806615259416347,-0.4785719001345131,,,
XPL,163,2025-09-25,2026-03-06,139076537.394964,-0.07374436528184405,0.06901634160657129,-0.14573131022612895,-0.1354708078346404,-0.05619701481088519,0.37675888846136807,0.5972983096257433,50.33557046979866,-1.0188465462424712,3,100.0,3,33.33333333333333,-0.38646767253603076,0.7632265609973988,,,,
EIGEN,522,2024-10-01,2026-03-06,22994896.053125095,-0.04199298357042067,0.10095788597622612,-0.023229187255903536,-0.0166089848934524,-0.03960657895226812,1.1263370228845502,0.5878256701258983,51.96850393700787,-1.556430246952843,20,50.0,7,28.57142857142857,1.3488479301300984,-0.14786786738431168,-0.0746430398612361,,,
APE,1451,2022-03-17,2026-03-06,38968535.1720274,-0.04998655716121762,0.07648557465262189,0.020496035890928233,-0.021759171494012148,-0.028464196908286988,2.558825864465393,0.5821854430778092,51.496172581767574,-2.3600051259577706,29,31.03448275862069,22,63.63636363636363,1.6130251003058897,-0.02828650779386055,-0.4794847031520708,0.9090906162824824,,0.5444813588229526
TRX,1892,2020-12-31,2026-03-06,99162689.31450391,-0.03446282790470282,0.07197487713128402,0.014965286881630192,-0.05898998331698598,-0.010634661973995737,2.4977605910485323,0.5811181246204592,51.597444089456864,-1.4064281740099203,52,65.38461538461539,44,47.72727272727273,0.5402107581165491,0.2805316855656629,-0.860353253836847,0.5743210411130657,1.3971607158782282,0.5658896442118789
MASK,1653,2021-08-27,2026-03-06,14274165.413452227,-0.03413622686708814,0.1286030777679867,-0.018664203105683397,-0.044456759823532,-0.017147886963689424,3.2984520845794045,0.5807230974412615,52.47101891397193,-2.4150817721823055,41,58.536585365853654,36,50.0,3.415259333405734,-0.061134419669289786,-1.0266645294126244,0.2127766796807895,0.5762146516717014,0.1820003689030939
CELO,1622,2021-09-27,2026-03-06,8246330.113887115,-0.05847979125333494,0.24054224764424667,0.037220011293708465,0.0041215405749207065,-0.014659204332900778,2.587907778130118,0.5779352368446622,50.49751243781094,-1.1014295384295514,38,52.63157894736842,20,40.0,0.436451335535576,0.06735686387405548,0.15163795305348204,0.6393602671365619,-0.18058652739491243,1.473687885925357
LDO,1262,2022-09-22,2026-03-06,21615173.522973545,-0.026829651867555603,0.0788170013313087,-0.028084742507403823,-0.011039595242758625,-0.027968443432822593,2.2367381718941983,0.5736906583742063,50.80128205128205,-2.440843851382085,25,60.0,14,42.857142857142854,-1.8849645682710718,-0.1700393005149169,1.987330124725259,1.6626830412085463,,0.6417288747463764
AXL,736,2024-03-01,2026-03-06,5455446.838313842,-0.06623813347181103,0.1501700009508521,0.0436372281937179,0.09086597552560498,-0.0014851178706125944,1.3065847285528664,0.5598102116748659,50.83102493074792,-1.7103694506608522,23,47.82608695652174,13,53.84615384615385,-1.3018974582839182,0.42369401699110065,2.184788169845688,,,
GIGGLE,133,2025-10-25,2026-03-06,41792868.673533686,-0.0601981449137321,0.07426740804979251,-0.07223493287152259,0.051029351829642675,-0.05878327137139304,0.26586956334681267,0.5566048393084899,52.10084033613446,-0.4793139138028292,1,100.0,4,25.0,0.5945441898008013,-0.3286746264539886,,,,
SOLV,414,2025-01-17,2026-03-06,7167836.475787536,-0.035790850598064645,0.1416867802623275,0.020128352913827318,-0.00929356292600182,0.04272935080203602,0.7327322762135079,0.5558954965849502,51.0,-1.2579960639589631,6,50.0,8,25.0,0.4074971094410238,0.3252351667724841,,,,
A2Z,220,2025-07-30,2026-03-06,3377898.7311947225,-0.08605582193471922,0.11891651296095465,0.026743795052590003,0.1466453416061697,0.06431676458083994,0.3817450321896858,0.5547582223490741,51.45631067961165,-1.3532022830474117,7,42.857142857142854,2,50.0,0.8527737468436932,-0.47102871465400753,,,,
1000CHEEMS,391,2025-02-09,2026-03-06,3815364.3698483733,-0.036610985418331236,0.10804607286401754,0.02930990001830444,0.03336156808225454,0.01872449320612851,0.630075895606344,0.5469933817198538,52.51989389920424,-1.1164114142688466,7,42.857142857142854,5,60.0,-0.06282485079488798,0.692900746401232,,,,
