symbol,data_days,avg_volume_usd,sharpe_gross,sharpe_net,return_gross,return_net,win_gross,win_net,dd_gross,dd_net,n_trades,turnover_pct,total_cost
LISTA,611,7745526.344748112,0.4161032979212705,0.31979048496386814,0.97297904758445,0.7477790475844481,50.40916530278232,50.40916530278232,-1.2415277984137054,-1.2703277984137058,282,46.15384615384615,0.2252
IOTX,1654,11691068.602102233,0.41289080051640176,0.3181754434210201,2.3772380235314006,1.8320380235314082,50.725513905683194,50.241837968561065,-1.9427771352650247,-1.9835771352650233,682,41.23337363966142,0.5452000000000001
KAVA,1878,13214084.043314347,0.42629410478060575,0.3089559512203555,2.350684028273386,1.7038840282733978,50.159744408945684,49.84025559105431,-3.474360318407218,-3.6887603184072133,809,43.077742279020235,0.6468
DOGS,544,17798427.208907355,0.4006427340250593,0.30308349657322936,0.7345711365669635,0.5557711365669614,51.83823529411765,51.83823529411765,-1.9343347350901088,-1.9599347350901084,224,41.17647058823529,0.17880000000000001
RLC,1878,6662408.606357936,0.40578612605623016,0.30193359576025275,2.7143372701442696,2.019537270144277,50.58572949946751,50.26624068157615,-2.215450695743649,-2.3306506957436453,869,46.27263045793397,0.6948000000000001
KAITO,366,18374990.962117337,0.38213745186915465,0.2952716459586769,0.5041464327317192,0.3893464327317243,49.45355191256831,49.18032786885246,-1.6148082868769578,-1.655608286876955,144,39.34426229508197,0.11480000000000001
SAGA,683,16321984.434428552,0.3795475856709947,0.2877633521066935,0.9540711254167771,0.7232711254167745,49.341142020497806,49.04831625183016,-1.3239782973270753,-1.336778297327075,289,42.313323572474374,0.2308
BNB,1878,352040798.56823796,0.41597102669444447,0.283341865418554,1.8017955167003081,1.226995516700319,51.597444089456864,50.638977635782744,-1.771633449194884,-2.0948334491948755,719,38.28541001064963,0.5748
BICO,877,2929359.158763404,0.40524290642299504,0.2782798175747798,1.0200698842821847,0.7004698842821905,51.08323831242873,50.969213226909915,-1.7367141747822061,-1.9463141747822026,400,45.61003420752566,0.31960000000000005
CYBER,915,9799865.27013958,0.38065997611586305,0.2775080760779843,1.0975457858723647,0.8003457858723707,50.81967213114754,50.81967213114754,-1.3669755676636026,-1.3990278661159001,372,40.65573770491803,0.2972
1000SATS,802,37733852.72170482,0.3695765904602906,0.2756879396572667,1.0785326888883298,0.8045326888883296,51.74563591022444,51.6209476309227,-2.8606466282853686,-2.930620458477569,343,42.768079800498754,0.274
USTC,817,9976807.94379518,0.36511766690294306,0.26564646747972415,0.9501561652527154,0.691356165252722,51.774785801713584,51.162790697674424,-2.180068452439344,-2.315268452439341,324,39.657282741738065,0.25880000000000003
ADA,1878,194014890.78346497,0.38805325002694585,0.2641161565400584,1.9793873304506961,1.3469873304507185,51.17145899893504,50.95846645367412,-1.713983989042509,-1.781983989042505,791,42.119275825346115,0.6324000000000001
ENSO,130,16234063.07757292,0.298008929038377,0.2632235400067348,0.3042223912642338,0.2686223912642338,46.92307692307692,46.92307692307692,-1.2250222701783122,-1.2290222701783122,45,34.61538461538461,0.03560000000000001
SOMI,172,31419044.330864515,0.3401925048806303,0.26289544272194104,0.27297073486353896,0.2109707348635387,52.32558139534884,52.32558139534884,-0.9446816763177363,-0.9558816763177364,78,45.348837209302324,0.062000000000000006
NMR,975,3686609.8091340745,0.3632646683607354,0.2612318998321647,1.2723429463792917,0.9151429463792926,48.30769230769231,48.0,-1.2809725787558088,-1.4083737115616857,447,45.84615384615385,0.3572000000000001
DENT,1795,13976013.65819618,0.36832315512400066,0.2582628600351612,2.132177896643965,1.4949778966439653,50.64066852367688,50.64066852367688,-1.3935363581193767,-1.5858878886816525,797,44.401114206128135,0.6372000000000001
LA,227,5341319.293797717,0.3519971603641832,0.25466310192478014,0.26823524715954206,0.19423524715954082,54.18502202643172,54.18502202643172,-1.0654161321754971,-1.0694161321754971,93,40.969162995594715,0.07400000000000001
D,408,2147661.8444873225,0.36201242121782623,0.24565907955295083,0.45448784566016587,0.3084878456601654,50.98039215686274,50.98039215686274,-0.7637878640684472,-0.8293878640684476,183,44.85294117647059,0.14600000000000002
REZ,662,7659628.491481099,0.32214640073154505,0.23728559057692358,0.7991998606746841,0.5883998606746811,51.20845921450151,50.90634441087614,-1.3181070817933378,-1.377676462788334,264,39.87915407854985,0.2108
COW,472,8984599.83642743,0.3227025803865566,0.23463916689003997,0.5819267391754668,0.42312673917546384,48.30508474576271,48.09322033898305,-1.445620906669427,-1.460020906669427,199,42.16101694915254,0.15880000000000002
BEL,1878,5739030.738658476,0.30887496681037696,0.22206858180386005,2.3696296545082336,1.703629654508266,51.01171458998935,50.53248136315229,-1.610231662324603,-1.735992727692655,833,44.35569755058573,0.6660000000000001
ASTER,138,109769115.29164553,0.33514611913187736,0.2171135849071295,0.15580184942831865,0.10100184942831775,49.275362318840585,49.275362318840585,-0.6449140647809574,-0.6489140647809575,69,50.0,0.0548
TRU,1082,5597969.855741706,0.3209626188113258,0.20941821738275204,1.1180660369262383,0.7296660369262351,50.0,49.63031423290204,-1.3303954572965861,-1.3543954572965864,486,44.91682070240296,0.38839999999999997
LINEA,164,29391524.28471866,0.30261466546509574,0.20779453739482764,0.1723781379049496,0.11837813790494922,50.0,50.0,-0.5277238222165124,-0.5477238222165124,68,41.46341463414634,0.054000000000000006
NEAR,1878,60507307.65441408,0.3032125332279231,0.20507802792326815,1.8969793327777036,1.2829793327777157,51.75718849840255,51.54419595314164,-1.6295162135185624,-1.6933183348046117,768,40.894568690095845,0.6140000000000001
BMT,340,4500118.315144681,0.3089071516921096,0.19624926191852965,0.3541817663902499,0.22498176639025214,48.529411764705884,48.529411764705884,-1.5531707714529106,-1.612370771452909,162,47.647058823529406,0.1292
ATA,1635,5143459.35571789,0.29824456463974847,0.19491651559517814,1.6253616293786388,1.0625616293786555,50.948012232415905,50.70336391437309,-2.3395946945324884,-2.5755946945324775,704,43.05810397553517,0.5628000000000001
BEAMX,827,9377646.41549399,0.30329700601358056,0.19287717110096647,0.7739701928455704,0.4919701928455684,51.14873035066505,51.14873035066505,-1.2475860824601783,-1.2747860824601787,353,42.68440145102781,0.28200000000000003
USUAL,430,25384011.22365971,0.27336260154105374,0.1867067712150491,0.4656206659185168,0.3180206659185154,50.23255813953489,50.23255813953489,-1.479340252091741,-1.5281402520917413,185,43.02325581395349,0.1476
KSM,1878,12341404.929894928,0.2905251429868309,0.18270408477494973,1.7666858580632265,1.1110858580632295,52.07667731629393,51.6506922257721,-4.08229808647492,-4.360097668029195,820,43.66347177848775,0.6556000000000002
PUNDIX,297,1878390.6589182313,0.3288669170627541,0.17926887762677035,0.20525048759814857,0.11205048759814837,49.158249158249156,48.821548821548824,-0.6843210510876071,-0.7251210510876072,117,39.39393939393939,0.0932
WOO,1415,4704446.919298411,0.29315825827333053,0.17513001142488846,1.2546861183075992,0.7494861183075938,52.36749116607774,52.226148409893995,-1.621654824453906,-1.7221377638921136,632,44.6643109540636,0.5052
STRK,732,23257721.850651775,0.2774168360234732,0.17305061683816678,0.6519924498582161,0.40679244985821306,51.63934426229508,51.502732240437155,-1.1567145423817857,-1.2263145423817876,307,41.939890710382514,0.24520000000000003
1INCH,1878,14011567.763080597,0.28376412117675537,0.1669819207814268,1.5639323695564376,0.9203323695564353,50.638977635782744,50.159744408945684,-1.6621221000402606,-1.8644426604952316,805,42.86474973375932,0.6436
NTRN,830,5098309.35006993,0.2581735530038647,0.14667701015677617,0.673205394932171,0.3824053949321664,50.0,49.63855421686747,-1.2076760874563655,-1.2876760874563662,364,43.855421686746986,0.29080000000000006
EGLD,1878,20414553.771010827,0.2562886763864125,0.1363961778676925,1.3362399429906142,0.7110399429906076,51.17145899893504,50.74547390841321,-2.0672941122875668,-2.2049367770524713,782,41.640042598509055,0.6252000000000001
SOL,1878,426498788.0900997,0.23111854349945132,0.1256261284032873,1.3501273470531565,0.7337273470531452,49.57401490947817,49.36102236421725,-1.4029044765791316,-1.6747060602431503,771,41.054313099041536,0.6164000000000001
XTZ,1878,15472707.545195114,0.2459952205633769,0.11970407209057558,1.2910119023994684,0.6282119023995,49.201277955271564,49.04153354632588,-2.490503793346952,-2.9205899625518272,829,44.142705005324814,0.6628000000000001
DOGE,1878,367482612.2378476,0.17175658620672113,0.11772590021978739,1.8753739751065301,1.2853739751065352,51.54419595314164,51.01171458998935,-3.767684148355376,-4.125079911720137,738,39.29712460063898,0.5900000000000001
ALICE,1803,20675948.809012882,0.21854371099446415,0.11594512277296423,1.4101175269795776,0.7481175269796013,50.249584026622294,49.97226844148641,-3.776486487456399,-4.235686487456373,828,45.92346089850249,0.662
LQTY,1079,6143239.761848857,0.21996118466028255,0.10500184841531174,0.7400744428156011,0.3532744428155993,52.36329935125116,51.80722891566265,-3.1425431592551103,-3.22494315925511,484,44.8563484708063,0.38680000000000003
ATOM,1878,44056725.205325425,0.22139195773109907,0.09901405421518532,1.1976926141846054,0.5356926141846245,49.78700745473908,49.52076677316294,-2.2821400741227675,-2.4181400741227623,828,44.08945686900959,0.6620000000000001
RUNE,1878,41481639.25182249,0.19210114007466553,0.09561896665524855,1.2893954369936718,0.6417954369936765,50.47923322683706,50.3727369542066,-2.4386523635101387,-2.495452363510138,810,43.13099041533546,0.6476000000000002
DUSK,1506,4813959.07575408,0.20098972396057407,0.09527701052160806,1.0413229180297174,0.49372291802971835,50.199203187250994,50.0,-2.577924587937489,-2.6139245879374897,685,45.48472775564409,0.5476000000000001
SUSHI,1878,23620358.025021844,0.19217099906980745,0.09391076015944719,1.2446651694356705,0.6082651694356803,49.94675186368477,49.89350372736954,-3.6115887005760148,-3.720388700576012,796,42.38551650692226,0.6364000000000001
BOME,707,53660265.904704146,0.1870856581248736,0.09112819688251748,0.4751813010924121,0.2315813010924089,50.777934936350775,50.495049504950494,-1.4673574210171823,-1.5185574210171833,305,43.14002828854314,0.24360000000000004
JTO,806,20081483.018569626,0.19025248348487858,0.08942233179133291,0.49740363627688855,0.2338036362768921,51.1166253101737,50.744416873449126,-1.8660024012410756,-2.0020024012410733,330,40.94292803970223,0.26360000000000006
SANTOS,481,3875351.861366707,0.23453053842631236,0.08741572544183121,0.2633706383690484,0.09817063836904663,49.68814968814969,49.272349272349274,-0.6621483556264124,-0.726313477248722,207,43.03534303534304,0.16520000000000004
RSR,1878,11816203.202869186,0.16777603943416405,0.0856617776625112,1.295452878962147,0.6614528789621577,50.95846645367412,50.85197018104366,-2.3429116404437864,-2.536511640443787,793,42.225772097976574,0.6340000000000001
0G,152,13100824.190516325,0.13835751706451554,0.07734665473386454,0.0844412748284491,0.047241274828448504,48.68421052631579,48.68421052631579,-0.9516664729149776,-0.9796664729149781,47,30.92105263157895,0.0372
LTC,1878,94354461.79179332,0.20721343222502783,0.06878334572350685,0.9154373771606187,0.3038373771606149,50.905218317358894,50.58572949946751,-1.3990918797019436,-1.4790918797019434,765,40.73482428115016,0.6116000000000001
PORTAL,723,7803751.240998335,0.16188977068530505,0.05812193565648621,0.4062596162365524,0.1458596162365498,49.23928077455049,49.23928077455049,-1.4101272402329308,-1.4285272402329312,326,45.08990318118949,0.2604000000000001
HIGH,1110,6885064.293973142,0.17389441942784148,0.057887451752309624,0.6026238286274048,0.20062382862740225,49.009009009009006,48.82882882882883,-1.8134776672255262,-1.827877667225526,503,45.31531531531531,0.402
VANA,432,11438479.1650561,0.15566132389673884,0.051206629008592984,0.20450697951042185,0.06730697951042039,50.0,49.76851851851852,-1.018226451799244,-1.039026451799244,172,39.81481481481482,0.13720000000000002
APT,1221,43584507.54079403,0.16516593690227763,0.04827403095333466,0.5736873240986636,0.16768732409866213,48.075348075348074,47.82964782964783,-1.797181602437293,-1.9977179485594867,508,41.6052416052416,0.406
TRB,1878,13082853.719523493,0.12738646601576706,0.042919404294447995,0.9694745574301059,0.3266745574301052,51.2779552715655,50.95846645367412,-2.5472328543019254,-2.662432854301925,804,42.81150159744409,0.6428
TNSR,684,9010786.046023238,0.07940580772009499,0.024937812287555813,0.3597921987825694,0.1129921987825716,47.22222222222222,47.07602339181287,-3.348695322880635,-3.444695322880631,309,45.17543859649123,0.24680000000000002
BCH,1878,50721062.14145972,0.1569949608962347,0.021300369323723825,0.7733011864450673,0.10490118644508087,50.3727369542066,50.0,-2.039809107361506,-2.187043993418777,836,44.515441959531415,0.6684000000000001
FIL,1878,73905827.88430713,0.1254195498088237,0.020645548335503028,0.7541513653561283,0.12415136535613377,50.74547390841321,50.3727369542066,-2.192542204346223,-2.6117295379975407,788,41.959531416400424,0.6300000000000001
CTSI,1579,4786662.404277953,0.14266232849457675,0.017837385751379622,0.6733851543295537,0.08418515432954643,49.01836605446485,48.76504116529449,-1.9905621542688625,-2.2401621542688663,737,46.67511082963901,0.5892000000000001
PYTH,750,13255921.146754647,0.10513194099314015,0.007349192261997056,0.2765358665214811,0.019335866521487534,48.13333333333333,47.733333333333334,-2.2855882892007786,-2.3759882892007775,322,42.93333333333334,0.25720000000000004
ONE,1801,20338903.015254136,0.10928207520205536,0.006740991248824435,0.6535038578703383,0.04030385787033463,48.63964464186563,48.63964464186563,-1.9833354022677256,-2.4305354022677284,767,42.58745141588007,0.6132000000000001
GUN,327,7208969.592627799,0.08305516948352969,0.005964375694313002,0.10989323617547597,0.007893236175475571,51.07033639143731,50.764525993883794,-1.2571958298496566,-1.3051958298496575,128,39.14373088685015,0.10200000000000001
CELR,1790,9975192.986240247,0.10365406846249034,0.0004766519770524021,0.6329101875627016,0.002910187562717775,48.60335195530726,48.49162011173184,-1.920155092582471,-2.429124900236501,788,44.022346368715084,0.6300000000000001
SKL,1878,7317722.715359957,0.08918067939294991,0.00017042242037232304,0.6288015004849659,0.0012015004849711287,50.319488817891376,50.05324813631523,-2.9668178640189473,-3.492417864018944,785,41.79978700745474,0.6276
SUN,548,6597859.719705996,0.1347343359028739,-0.00461882828526217,0.18911704935303542,-0.006482950646966291,47.08029197080292,46.35036496350365,-1.326815724156857,-1.418815724156858,245,44.70802919708029,0.1956
XLM,1878,40649337.97139023,0.12613236012860968,-0.005602562931305333,0.6208254084948813,-0.027574591505123022,50.53248136315229,49.84025559105431,-1.2321928211486202,-1.4309044909474409,811,43.184238551650694,0.6484000000000001
NOT,646,46216027.66471569,0.09254699987983968,-0.008331868944008653,0.20879816513559246,-0.01880183486441052,50.92879256965944,50.92879256965944,-1.0205894776122193,-1.0788285733157754,285,44.11764705882353,0.2276
GMX,1100,4771124.851671813,0.13895040717286664,-0.00836689853357374,0.37991265137687613,-0.022887348623121726,51.272727272727266,51.0,-2.027954189475848,-2.122354189475849,504,45.81818181818182,0.40280000000000005
HOT,1789,18796408.174473837,0.10847844441714487,-0.01088872910802755,0.5449099676994719,-0.05469003230052065,50.475125768585805,50.307434320849644,-2.2767212604281264,-2.6855212604281222,750,41.922861934041364,0.5996
SNX,1878,12408448.993997948,0.07823385286335764,-0.01836981794926346,0.5121216850892844,-0.12027831491070418,50.0,49.84025559105431,-2.592381623598618,-2.843581623598612,791,42.119275825346115,0.6324000000000001
ALGO,1878,27070571.919241957,0.09054018469208407,-0.02472590594272272,0.4879196477606228,-0.13328035223938225,50.319488817891376,50.106496272630466,-2.3984551935982763,-2.803255193598281,777,41.373801916932905,0.6212000000000001
API3,1460,5373647.350141176,0.07909303823731759,-0.025710501532373864,0.39696447564582804,-0.1290355243541602,51.50684931506849,51.369863013698634,-2.7941779749398337,-2.9413779749398263,658,45.06849315068493,0.526
BIGTIME,316,1699921.9507816972,0.12644628828063767,-0.02678601009024442,0.10001625794943492,-0.021183742050565654,50.31645569620253,48.734177215189874,-1.4253691982701182,-1.4821691982701186,152,48.10126582278481,0.1212
STG,1276,6342703.881533621,0.10410779994142039,-0.029676995031795852,0.34272176038406077,-0.09767823961594398,50.470219435736674,50.15673981191222,-2.6162168499851064,-2.8017622662208126,551,43.18181818181818,0.4404
CKB,1089,9466555.972280858,0.07887554876809531,-0.03113782781302215,0.2807697489117327,-0.11083025108826974,50.321395775941234,50.13774104683195,-2.887720093321026,-3.0317200933210247,490,44.995408631772264,0.39160000000000006
AXS,1878,39974330.68713224,0.0599957303109997,-0.03448296939721372,0.4193813869411255,-0.24101861305885874,49.41427050053248,49.25452609158679,-4.135945785594233,-4.616745785594223,826,43.98296059637913,0.6604000000000001
ASTR,1103,6078586.096953377,0.10826302511594217,-0.04045927975386169,0.28684109517254985,-0.1071589048274422,51.4959202175884,51.13327289211242,-2.496934386410666,-2.620934386410664,493,44.69628286491387,0.394
NXPC,282,7598809.474809088,0.051306226577996314,-0.050880341270080204,0.03916562876779561,-0.038834371232204554,51.06382978723404,50.35460992907801,-0.8373983335926205,-0.8845983335926209,98,34.751773049645394,0.078
ACE,796,9448633.950216813,0.05765471743925396,-0.050995669278915016,0.14624458293727594,-0.1293554170627148,51.75879396984925,51.381909547738694,-2.6424518983920704,-2.770451898392069,345,43.34170854271357,0.2756
ONT,1878,13521042.331144836,0.058157375954603574,-0.06118363932597555,0.31093343449562494,-0.3270665655043825,50.106496272630466,49.89350372736954,-1.7824606543373347,-2.251260654337339,798,42.49201277955272,0.6380000000000001
CHZ,1857,50014560.55284708,0.022499426887715623,-0.07400527349929176,0.1470676895282954,-0.4837323104717044,48.949919224555735,48.842218632202474,-2.589370998266119,-3.066170998266119,789,42.48788368336026,0.6308
TLM,1059,2851054.769190976,0.053434842014457126,-0.0746589789203477,0.14931654641080339,-0.20868345358920007,49.10292728989613,49.10292728989613,-1.5620010561416795,-1.616889379820385,448,42.30406043437205,0.35800000000000004
ASR,291,4003775.58672164,0.020668368864121055,-0.07553070389174767,0.022254947713920226,-0.08134505228608138,48.797250859106526,48.797250859106526,-1.0995113958333453,-1.121911395833346,130,44.67353951890035,0.10360000000000001
CRV,1878,31873868.433814622,0.027748807911604688,-0.07606464514614514,0.18377896990397757,-0.5038210300960251,49.04153354632588,48.93503727369542,-2.688499411107151,-2.7772994111071494,860,45.79339723109691,0.6876000000000001
RVN,1824,9116076.120053032,0.03758588162985017,-0.07650687046884505,0.2070196762488392,-0.4213803237511672,50.877192982456144,50.6578947368421,-2.3701708778942594,-2.7368286457894984,786,43.09210526315789,0.6284000000000001
1MBABYDOGE,523,15143533.044325195,0.020665722945829922,-0.07771509647524054,0.037052801013797376,-0.13934719898620435,49.90439770554494,49.7131931166348,-1.348362151570593,-1.4371621515705941,221,42.25621414913958,0.1764
ID,1066,11522937.366817556,0.011754051097356775,-0.08432882638849223,0.039988907830746045,-0.2868110921692584,50.187617260787995,49.812382739212005,-2.889832993209474,-2.985832993209474,409,38.367729831144466,0.32680000000000003
BANANA,555,5876673.536384692,0.009904719225810484,-0.09566307794765919,0.018957357086590965,-0.1830426429134126,53.69369369369369,53.69369369369369,-1.7082280428921055,-1.7618280428921065,253,45.585585585585584,0.202
JUP,752,27293314.95517911,0.008764535395546353,-0.1039090539337686,0.020191196496112007,-0.239408803503886,51.06382978723404,51.06382978723404,-2.9812727667864936,-3.0860727667864927,325,43.21808510638298,0.25960000000000005
S,401,26873228.470248148,0.002640316135053519,-0.10668847212002554,0.003431650896781324,-0.13856834910322158,50.12468827930174,49.62593516209476,-1.2626627421619214,-1.2943943761659464,178,44.38902743142145,0.14200000000000002
HBAR,1802,32930796.885248147,0.0060004604545248865,-0.10691072226900829,0.03275934089245158,-0.5836406591075258,49.88901220865705,49.722530521642625,-2.7455124435943064,-2.895112443594305,771,42.7857935627081,0.6164000000000001
SUPER,818,6395410.3730826685,-0.014833271188477834,-0.11408919823382896,-0.038443362869314046,-0.2956433628693135,51.22249388753056,51.22249388753056,-1.7114460985910596,-1.7578916511895646,322,39.36430317848411,0.25720000000000004
BABY,317,5953709.446596344,-0.014162129172280543,-0.11457831858764841,-0.014604644534271793,-0.11820464453427279,46.68769716088328,46.68769716088328,-0.8027648402570661,-0.8299648402570666,130,41.00946372239748,0.1036
QTUM,1878,12250175.619605802,-0.009333758016651691,-0.12666445154303915,-0.05266268324169199,-0.7146626832416938,52.23642172523961,52.07667731629393,-2.4821458937251086,-2.637345893725109,828,44.08945686900959,0.6620000000000001
ZRX,1878,6865503.409759092,-0.018259431219549257,-0.12926323534455283,-0.1087689075300381,-0.7699689075300334,48.988285410010654,48.722044728434504,-3.8263478219153706,-4.212747821915372,827,44.036208732694355,0.6612000000000001
GMT,1439,54001683.577938706,-0.027654621857496838,-0.1300678155428337,-0.1280311767637221,-0.6020311767637265,49.13134120917304,48.85337039610841,-2.443820658659251,-2.6606206586592536,593,41.20917303683113,0.47400000000000003
IOTA,1878,13580320.125507234,-0.008967708465877413,-0.13242737222367484,-0.048250107199838466,-0.7126501071998222,50.95846645367412,50.798722044728436,-2.2267104637418136,-2.6498310171463273,831,44.24920127795527,0.6644000000000001
STX,1096,18184810.06913409,-0.03918599944083048,-0.14530880922044292,-0.1250578716602978,-0.4638578716603027,50.912408759124084,50.45620437956204,-1.6106065370130551,-1.8340050911591281,424,38.68613138686132,0.3388
OG,285,6570163.8658473175,-0.07099801282355006,-0.15185816663403495,-0.07700232686847175,-0.164602326868472,49.122807017543856,48.771929824561404,-1.4154384334849814,-1.4626384334849818,110,38.59649122807017,0.08760000000000001
PIXEL,733,15546276.582673414,-0.04638165752202341,-0.15520370221761523,-0.11682474565336631,-0.39082474565336833,50.886766712141885,50.886766712141885,-1.730524678676559,-1.9113246786765588,343,46.793997271487044,0.274
PROM,402,2062553.819067548,-0.01666657065248643,-0.15789842757112477,-0.01703697849749719,-0.16143697849749844,52.48756218905473,51.741293532338304,-1.5238488655069715,-1.603848865506972,181,45.024875621890544,0.14440000000000003
POLYX,850,7895086.597315788,-0.044984167774229235,-0.1611288323589692,-0.1132056591979731,-0.405605659197976,50.94117647058823,50.588235294117645,-2.172482023445083,-2.394082023445085,366,43.05882352941177,0.2924
GALA,1617,62233359.80151854,-0.07316861114839822,-0.16272232599510678,-0.4387598254112439,-0.975959825411233,50.03092145949288,49.845392702535555,-3.6296167325317485,-3.9024167325317465,672,41.55844155844156,0.5372
SEI,919,41933781.11049685,-0.06751550353679744,-0.17417579569633046,-0.19665840210665309,-0.5074584021066484,50.27203482045702,50.16322089227421,-3.015739707078707,-3.141339707078708,389,42.328618063112074,0.3108000000000001
BAT,1878,9466712.590772182,-0.05046537953234164,-0.17496276670168937,-0.27172758591524804,-0.9417275859152583,49.84025559105431,49.6272630457934,-1.9075236558253605,-1.9251236558253608,838,44.621938232161874,0.6700000000000002
NEO,1878,18459912.41638115,-0.051915405014615744,-0.17968970220764324,-0.2756041270162427,-0.9536041270162547,49.201277955271564,48.93503727369542,-1.9381349838065987,-2.4922904184458448,848,45.15441959531417,0.6780000000000002
DIA,507,3267506.697290979,-0.07827814668648927,-0.1883314112186097,-0.13644046681760558,-0.3280404668176079,48.12623274161736,47.928994082840234,-1.803720049660908,-1.9061200496609092,240,47.337278106508876,0.19160000000000002
DASH,1878,15391468.809531093,-0.08424944550574207,-0.1977487351890045,-0.4707030544994585,-1.1047030544994363,49.84025559105431,49.52076677316294,-2.5461705013008458,-2.6837705013008444,793,42.225772097976574,0.6340000000000001
ONG,817,2412110.3557641637,-0.06770151067584519,-0.2014119688822878,-0.137452196011436,-0.4090521960114337,49.326805385556916,48.837209302325576,-1.8260992483201703,-1.981299248320171,340,41.615667074663406,0.27160000000000006
LRC,1878,18960718.21868999,-0.10374579944452202,-0.20800965503814914,-0.6565572312168412,-1.316157231216827,50.58572949946751,50.42598509052183,-3.162402351786013,-3.3115070613478412,825,43.9297124600639,0.6596000000000001
ETC,1878,62567442.152698554,-0.10151262546955853,-0.21508540218930355,-0.5428836204188865,-1.1504836204188862,51.2779552715655,50.95846645367412,-3.912680622008814,-4.067080622008816,760,40.46858359957402,0.6076
ENJ,1878,19434950.19533759,-0.10991456831276422,-0.2159709066850627,-0.6755712061477572,-1.3271712061477632,49.201277955271564,48.82854100106496,-2.6388978506342653,-2.6612978506342655,815,43.39723109691161,0.6516000000000001
BANK,100,2088792.704207895,-0.07062079878985553,-0.21635649215513594,-0.01996215816871061,-0.06116215816871111,52.0,52.0,-0.7241160363203976,-0.7369160363203977,52,52.0,0.041200000000000014
C98,1642,10865013.779087678,-0.10138827076720894,-0.21693274066956683,-0.5190771396381884,-1.1106771396381947,49.87819732034105,49.69549330085262,-2.6383312556468432,-3.1279312556468497,740,45.06699147381242,0.5916
LINK,1878,96689028.80176297,-0.09526691802447779,-0.22289482150962742,-0.493361873384075,-1.154561873384063,50.21299254526092,49.89350372736954,-4.0901242278819705,-4.473324227881966,827,44.036208732694355,0.6612
ANIME,394,6642843.759378938,-0.14223152868093103,-0.2300092027673392,-0.18850219511599864,-0.3049021951160005,46.954314720812185,46.954314720812185,-1.185009384135665,-1.2170093841356655,146,37.055837563451774,0.1164
ARKM,939,17978447.04450178,-0.13650164224167247,-0.23486307688086813,-0.45044618772284817,-0.774846187722842,50.905218317358894,50.905218317358894,-2.5142443223463746,-2.692644322346375,406,43.23748668796592,0.3244
CVX,213,2397067.570858758,-0.15523781900564995,-0.24404920667608976,-0.10706061076627893,-0.1682606107662792,51.173708920187785,51.173708920187785,-0.9267826048209388,-0.9435826048209389,77,36.15023474178404,0.061200000000000004
CHR,1807,14842533.058580708,-0.1456922673035764,-0.2497724904357844,-0.89513198283465,-1.533931982834639,50.02767017155506,49.91698948533481,-2.210736048439244,-2.4320096956926096,799,44.2169341449917,0.6388
PENGU,431,54802585.06075864,-0.16063788017377945,-0.250019948187504,-0.28251598259813215,-0.4397159825981335,51.508120649651964,51.508120649651964,-1.7057256200015027,-1.7169256200015028,197,45.707656612529,0.15720000000000003
FIO,519,2057361.8767946719,-0.16843554676576553,-0.25306262430351684,-0.3686854878667408,-0.553885487866737,49.90366088631985,49.71098265895954,-2.1886785629226555,-2.295878562922653,232,44.701348747591524,0.18520000000000003
C,218,6059152.771321465,-0.15282496039532747,-0.2540205178250978,-0.10584437234037591,-0.17584437234037728,54.58715596330275,54.12844036697248,-1.1827012785292017,-1.2091012785292024,88,40.36697247706422,0.07
EDU,1028,7061981.195106977,-0.1412529603114422,-0.2565318673595789,-0.4317327963983246,-0.7841327963983287,50.4863813229572,50.0,-2.6713291533340815,-2.873729153334083,441,42.8988326848249,0.35240000000000005
ZKC,159,13743261.277272139,-0.17808491185963066,-0.2574363670458928,-0.11758569969292731,-0.16998569969292776,49.056603773584904,48.42767295597484,-1.067525174721375,-1.0931251747213748,66,41.509433962264154,0.0524
T,1116,3680967.5766004706,-0.13218421941152333,-0.26217948911775824,-0.38275286197472,-0.75915286197472,49.6415770609319,49.37275985663083,-2.352543847066049,-2.6389438470660487,471,42.204301075268816,0.3764
DOT,1878,121324519.24293435,-0.14700995034082706,-0.2656770506857079,-0.7466647646643495,-1.3494647646643392,50.0,49.6272630457934,-3.1009331554797868,-3.5961331554797797,754,40.14909478168264,0.6028
TWT,841,4527655.29800421,-0.11105050295440363,-0.27966144200044896,-0.1956267809688741,-0.49282678096887367,47.91914387633769,47.4435196195006,-1.4057995452986707,-1.6172169075623408,372,44.23305588585018,0.2972
RONIN,746,5938756.0840679845,-0.15130119500080955,-0.2820944386151407,-0.2863258995071414,-0.5339258995071421,48.39142091152815,48.257372654155496,-1.3723206783111674,-1.5415339785803601,310,41.55495978552279,0.24760000000000004
CAKE,842,22891802.235439006,-0.18643162088865972,-0.2984445831372551,-0.43841142056927696,-0.7020114205692745,48.33729216152019,48.33729216152019,-1.9191336773996874,-2.111238067946053,330,39.19239904988123,0.2636
FLOW,1472,6526560.471527863,-0.1678415678381225,-0.3010032006423779,-0.6404530512643337,-1.1488530512643282,47.96195652173913,47.96195652173913,-2.263052297662417,-2.4326522976624134,636,43.20652173913043,0.5084
AEVO,710,11940843.187512733,-0.20223271218522218,-0.3039524893830318,-0.49710297314889496,-0.7471029731488855,51.97183098591549,51.69014084507042,-1.9459884850685267,-2.0539884850685226,313,44.08450704225352,0.25
