symbol,data_days,avg_volume_usd,sharpe_gross,sharpe_net,return_gross,return_net,win_gross,win_net,dd_gross,dd_net,n_trades,turnover_pct,total_cost
NFP,787,7168340.522968028,1.0763725644009274,0.957488787508361,2.7079981975711895,2.409998197571195,53.367217280813215,52.85895806861499,-1.0383355794340494,-1.1075721086031116,373,47.39517153748412,0.29800000000000004
TIA,844,38492507.743023194,1.0426288906053383,0.9431647385016201,3.022458431843325,2.7340584318433323,52.25118483412322,51.77725118483413,-0.9853320854418053,-1.0117320854418037,361,42.77251184834123,0.28840000000000005
XAI,774,13403425.692868168,1.0252112712892492,0.9227728119412822,2.670426161445444,2.4036261614454513,53.875968992248055,53.617571059431526,-1.1137064856978618,-1.1769064856978582,334,43.15245478036176,0.26680000000000004
AR,1607,14616766.76851158,1.0332778131393558,0.9180888010422882,5.461333917076864,4.853733917076882,53.20472930927194,52.83136278780336,-1.078044411785225,-1.1832084206958382,760,47.29309271935283,0.6076
ACH,1095,8274188.148480153,1.024366604965348,0.9081717512975644,3.4376286589729363,3.0476286589729393,51.96347031963471,51.78082191780822,-1.1764533528878167,-1.2972533528878123,488,44.5662100456621,0.39
RPL,530,2150145.667045956,1.00448477837298,0.8923177667352785,1.764389696043238,1.5671896960432439,53.39622641509434,52.83018867924528,-0.6885009616946602,-0.7261009616946581,247,46.60377358490566,0.19720000000000001
XRP,1878,388242989.8627693,1.0148148690785244,0.8911719844509074,5.38851824962392,4.731318249623926,54.20660276890309,53.51437699680511,-1.0413657417455457,-1.0725657417455465,822,43.76996805111821,0.6572000000000001
HOLO,163,10293290.197592428,0.9820344237221733,0.8731483672672353,0.5434679854513716,0.4830679854513702,54.601226993865026,54.601226993865026,-0.4329758945907095,-0.4425758945907098,76,46.62576687116564,0.060399999999999995
BROCCOLI714,331,5732560.532098667,0.9397156248386608,0.862393815611596,1.514485101525229,1.390085101525232,53.17220543806647,52.87009063444109,-1.0850927466588765,-1.133892746658876,156,47.129909365558916,0.12440000000000001
DYM,745,7591682.48626564,0.9542599769950151,0.8545114859077574,2.6832268690872016,2.402826869087213,52.61744966442953,52.61744966442953,-1.2586626088020703,-1.3058626088020655,351,47.11409395973155,0.28040000000000004
ROSE,1513,14091367.396567207,0.9625750801910579,0.8506381328191952,4.365243248395678,3.858443248395703,51.8836748182419,51.48711169861203,-1.1148081986516387,-1.1324081986516383,634,41.9035029742234,0.5068
ENS,1544,17380084.029721756,0.949974072827991,0.8319757150721175,4.5206548072294686,3.959454807229489,52.2020725388601,52.137305699481864,-1.5483933255141258,-1.605993325514122,702,45.46632124352332,0.5611999999999999
ETH,1878,1405391530.1801624,0.9775319579486283,0.8311031415198062,3.9340411339493735,3.3440411339493745,51.384451544195954,50.69222577209798,-0.7856577732956206,-0.8202858755526417,738,39.29712460063898,0.5900000000000001
BERA,380,18128094.75325744,0.9032412618806017,0.8300887357284796,1.5306985131623159,1.4070985131623135,50.526315789473685,50.26315789473684,-0.848886828316171,-0.8576868283161714,155,40.78947368421053,0.12360000000000002
CGPT,407,3975561.9315727865,0.9523157247830328,0.8266017808081358,1.1682000387331235,1.0142000387331285,51.35135135135135,50.859950859950864,-0.7469235270058006,-0.7917235270057987,193,47.420147420147416,0.15400000000000003
